hgnc_symbol,gene_biotype,ensembl_gene_id,GO_category,kegg,Cluster,Core,DEG
SLC48A1,protein_coding,ENSG00000211584,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LINC01089,lncRNA,ENSG00000212694,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF580,protein_coding,ENSG00000213015,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CEP43,protein_coding,ENSG00000213066,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000213204,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LTC4S,protein_coding,ENSG00000213316,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LCAT,protein_coding,ENSG00000213398,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PVRIG,protein_coding,ENSG00000213413,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SIPA1,protein_coding,ENSG00000213445,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GPSM3,protein_coding,ENSG00000213654,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ATF6B,protein_coding,ENSG00000213676,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EMP2,protein_coding,ENSG00000213853,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TAX1BP3,protein_coding,ENSG00000213977,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TTLL3,protein_coding,ENSG00000214021,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TSPAN4,protein_coding,ENSG00000214063,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PLIN5,protein_coding,ENSG00000214456,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PPME1,protein_coding,ENSG00000214517,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
C10orf105,protein_coding,ENSG00000214688,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MTCP1,protein_coding,ENSG00000214827,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CRPPA,protein_coding,ENSG00000214960,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
UBXN2B,protein_coding,ENSG00000215114,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNG1F,protein_coding,ENSG00000215126,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NPEPL1,protein_coding,ENSG00000215440,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TENM3,protein_coding,ENSG00000218336,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HEPN1,protein_coding,ENSG00000221932,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PPT2,protein_coding,ENSG00000221988,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TH2LCRR,lncRNA,ENSG00000223442,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000223732,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
IL10RB-DT,lncRNA,ENSG00000223799,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CERS1,protein_coding,ENSG00000223802,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SNHG14,lncRNA,ENSG00000224078,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
CSRP1-AS1,lncRNA,ENSG00000224536,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GALNT13-AS1,lncRNA,ENSG00000224675,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NPIPA3,protein_coding,ENSG00000224712,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000224888,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000225032,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000225087,Synapse signaling,No_kegg,AD_cluster2,non core,non DEG
NHSL1-AS1,lncRNA,ENSG00000225177,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PLEKHM1,protein_coding,ENSG00000225190,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MIR137HG,lncRNA,ENSG00000225206,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLC26A6,protein_coding,ENSG00000225697,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PSG8-AS1,lncRNA,ENSG00000225877,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TEX22,protein_coding,ENSG00000226174,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000226239,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HORMAD2-AS1,lncRNA,ENSG00000227117,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PARG,protein_coding,ENSG00000227345,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000227407,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ASIC4-AS1,lncRNA,ENSG00000227432,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SCAMP4,protein_coding,ENSG00000227500,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000227678,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000228172,"Neurogenesis,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
MIR4500HG,lncRNA,ENSG00000228824,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
LINC00200,lncRNA,ENSG00000229205,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ACAP2-IT1,lncRNA,ENSG00000229325,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
LINC01159,lncRNA,ENSG00000229743,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EMX2OS,lncRNA,ENSG00000229847,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZRANB2-DT,lncRNA,ENSG00000229956,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,core,non DEG
,lncRNA,ENSG00000230454,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
THBS3-AS1,lncRNA,ENSG00000231064,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000231102,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EHBP1-AS1,lncRNA,ENSG00000231609,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000231896,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EP300-AS1,lncRNA,ENSG00000231993,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LRRC8C-DT,lncRNA,ENSG00000231999,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
IDI2-AS1,lncRNA,ENSG00000232656,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PLXNB3-AS1,lncRNA,ENSG00000232725,"Neurogenesis,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000233290,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
STXBP5-AS1,lncRNA,ENSG00000233452,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000233937,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GTF3C2-AS2,lncRNA,ENSG00000234072,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000234084,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LIX1L-AS1,lncRNA,ENSG00000234222,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SP2-AS1,lncRNA,ENSG00000234494,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ERICH3-AS1,lncRNA,ENSG00000234497,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
EPCAM-DT,lncRNA,ENSG00000234690,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SOX9-AS1,lncRNA,ENSG00000234899,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZRANB2-AS1,lncRNA,ENSG00000235079,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RAMACL,protein_coding,ENSG00000235272,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000235426,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
L3MBTL2-AS1,lncRNA,ENSG00000235513,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MSC-AS1,lncRNA,ENSG00000235531,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GSN-AS1,lncRNA,ENSG00000235865,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000236234,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000236283,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CCDC200,protein_coding,ENSG00000236383,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000236754,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ELOA-AS1,lncRNA,ENSG00000236810,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LINC00106,lncRNA,ENSG00000236871,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000236924,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CNTFR-AS1,lncRNA,ENSG00000237159,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NR2F1-AS1,lncRNA,ENSG00000237187,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RGL2,protein_coding,ENSG00000237441,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LRRC7-AS1,lncRNA,ENSG00000237919,Synapse signaling,No_kegg,AD_cluster2,non core,non DEG
PHACTR3-AS1,lncRNA,ENSG00000238194,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LINC00391,lncRNA,ENSG00000238230,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CASTOR1,protein_coding,ENSG00000239282,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000240093,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000240291,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000240499,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000240731,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EGFL8,protein_coding,ENSG00000241404,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PTPRG-AS1,lncRNA,ENSG00000241472,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PLEKHO2,protein_coding,ENSG00000241839,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
C8orf58,protein_coding,ENSG00000241852,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000242798,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000242861,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TDRD6-AS1,lncRNA,ENSG00000242973,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KCTD7,protein_coding,ENSG00000243335,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PSMD6-AS1,lncRNA,ENSG00000243410,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000243696,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DNAJC25-GNG10,protein_coding,ENSG00000244115,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FLNB-AS1,lncRNA,ENSG00000244161,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000244327,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FAM3D-AS1,lncRNA,ENSG00000244383,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SCARF2,protein_coding,ENSG00000244486,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PTCHD4,protein_coding,ENSG00000244694,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RUFY1-AS1,lncRNA,ENSG00000244945,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ARAP1-AS2,lncRNA,ENSG00000245148,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
BMAL2-AS1,lncRNA,ENSG00000245311,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CXXC4-AS1,lncRNA,ENSG00000245384,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RETREG1-AS1,lncRNA,ENSG00000246214,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000246477,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CTTN-DT,lncRNA,ENSG00000246889,"Neurogenesis,No enriched GO",No_kegg,AD_cluster2,non core,non DEG
CKMT2-AS1,lncRNA,ENSG00000247572,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LRP4-AS1,lncRNA,ENSG00000247675,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000248138,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000248235,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
OCIAD1-AS1,lncRNA,ENSG00000248256,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SRP14-DT,lncRNA,ENSG00000248508,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000248751,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LINC02231,lncRNA,ENSG00000248995,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HAUS5,protein_coding,ENSG00000249115,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000249240,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000249319,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ADAMTS19-AS1,lncRNA,ENSG00000249421,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LNCBRM,lncRNA,ENSG00000249436,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CARMN,lncRNA,ENSG00000249669,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF564,protein_coding,ENSG00000249709,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000249875,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MAPK10-AS1,lncRNA,ENSG00000250062,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PCDHA10,protein_coding,ENSG00000250120,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LINC02232,lncRNA,ENSG00000250125,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
C2CD5-AS1,lncRNA,ENSG00000250166,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000250349,No enriched GO,No_kegg,AD_cluster2,core,non DEG
,lncRNA,ENSG00000250646,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KHDRBS2-OT1,lncRNA,ENSG00000250686,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EPHA5-AS1,lncRNA,ENSG00000250846,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MRPS30-DT,lncRNA,ENSG00000251141,"No enriched GO,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000251143,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000251184,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000251294,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000253197,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SHLD3,protein_coding,ENSG00000253251,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000253766,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000254251,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CHKB-CPT1B,protein_coding,ENSG00000254413,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CAPS2-AS1,lncRNA,ENSG00000254451,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000254538,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000254687,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000254692,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NPIPA2,protein_coding,ENSG00000254852,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000255054,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000255410,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000255439,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LINC02389,lncRNA,ENSG00000255693,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PXN-AS1,lncRNA,ENSG00000255857,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ARAP1-AS1,lncRNA,ENSG00000256007,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000256013,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SALL3,protein_coding,ENSG00000256463,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000256512,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000256514,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KDM2B-DT,lncRNA,ENSG00000256742,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000256973,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000257096,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000257191,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RPAP3-DT,lncRNA,ENSG00000257433,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000257449,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000257522,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000257550,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
P2RX5-TAX1BP3,protein_coding,ENSG00000257950,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GPR84-AS1,lncRNA,ENSG00000258086,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000258114,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GPR84-AS1,lncRNA,ENSG00000258137,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000258185,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000258603,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000258604,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000258637,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000258677,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000258768,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000258881,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ADNP-AS1,lncRNA,ENSG00000259456,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000259607,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000259678,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,core,non DEG
,lncRNA,ENSG00000259891,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MIR762HG,lncRNA,ENSG00000260083,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SPDYE6,protein_coding,ENSG00000260097,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PTPN23-DT,lncRNA,ENSG00000260236,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PMF1-BGLAP,protein_coding,ENSG00000260238,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TRMT61A-DT,lncRNA,ENSG00000260285,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NTRK3-AS1,lncRNA,ENSG00000260305,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000260425,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LINC01917,lncRNA,ENSG00000260433,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000260537,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000260911,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000261067,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000261098,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000261369,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
TEN1-CDK3,protein_coding,ENSG00000261408,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DDX19A-DT,lncRNA,ENSG00000261777,Synapse signaling,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000261832,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000262052,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000262304,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000262721,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000262791,"No enriched GO,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000263033,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
OTUD7B,protein_coding,ENSG00000264522,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000264701,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TIMM23,protein_coding,ENSG00000265354,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EEF1E1-BLOC1S5,protein_coding,ENSG00000265818,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
BAHCC1,protein_coding,ENSG00000266074,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MYO15B,protein_coding,ENSG00000266714,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RANBP3-DT,lncRNA,ENSG00000266983,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000267022,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ASB16-AS1,lncRNA,ENSG00000267080,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000267082,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF561-AS1,lncRNA,ENSG00000267106,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000267219,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
C17orf113,protein_coding,ENSG00000267221,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000267314,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DM1-AS,lncRNA,ENSG00000267395,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000267426,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PTOV1-AS1,lncRNA,ENSG00000268006,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000268030,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000268056,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000268279,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000268434,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000268746,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000269124,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FBXO17,protein_coding,ENSG00000269190,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TMSB15C,protein_coding,ENSG00000269226,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PGLS-DT,lncRNA,ENSG00000269439,"Neurogenesis,No enriched GO",No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000269469,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF528-AS1,lncRNA,ENSG00000269834,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000269958,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ATP6V0D1-DT,lncRNA,ENSG00000270049,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ST8SIA5-DT,lncRNA,ENSG00000270112,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000270249,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ARMCX5-GPRASP2,lncRNA,ENSG00000271147,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LIX1L,protein_coding,ENSG00000271601,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000271717,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000271894,"Neurogenesis,No enriched GO,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
KMT2B,protein_coding,ENSG00000272333,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000272341,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000272405,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZSWIM8-AS1,lncRNA,ENSG00000272589,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000272849,No enriched GO,No_kegg,AD_cluster2,non core,Up-regulated
,protein_coding,ENSG00000272916,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000273154,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000273192,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000273345,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000273419,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000273599,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NATD1,protein_coding,ENSG00000274180,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000274272,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,artifact,ENSG00000274276,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000274893,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZSCAN2-AS1,lncRNA,ENSG00000275120,Synapse signaling,No_kegg,AD_cluster2,non core,non DEG
ARHGAP23,protein_coding,ENSG00000275832,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000276418,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PRICKLE4,protein_coding,ENSG00000278224,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000279159,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PAGR1,protein_coding,ENSG00000280789,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000281348,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000282034,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000282278,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000283058,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,lncRNA,ENSG00000283155,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000283228,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
